Team ▾,QB,RB,WR,TE,OL,Offense,IDL,EDGE,LB,S,CB,Defense,Wins,Winning %,Playoff Appearance
Commanders,"$32,853,576","$5,121,964","$28,411,119","$9,657,546","$35,455,377","$111,499,582","$20,137,963","$17,081,969","$9,648,261","$6,572,800","$15,391,044","$68,832,037",8,0.47,No
Cowboys,"$21,325,834","$20,945,082","$13,438,525","$13,499,164","$41,380,342","$110,588,947","$4,691,866","$23,055,757","$11,775,184","$9,347,479","$18,798,262","$67,668,548",12,0.71,Yes
Dolphins,"$15,532,211","$6,283,012","$22,148,490","$19,623,554","$25,147,971","$88,735,238","$22,072,401","$16,107,979","$15,828,692","$10,737,529","$29,180,509","$93,927,110",9,0.53,Yes
Eagles,"$5,008,230","$5,245,906","$13,659,798","$6,148,811","$37,545,173","$67,607,918","$30,816,368","$21,673,435","$6,090,121","$5,344,794","$17,532,680","$81,457,398",14,0.82,Yes
Falcons,"$6,303,695","$4,894,510","$9,535,858","$10,678,128","$32,848,444","$64,260,635","$18,104,464","$6,077,102","$4,917,321","$4,468,126","$14,033,033","$47,600,046",7,0.41,No
Giants,"$11,387,502","$9,341,218","$33,814,024","$964,500","$29,496,146","$85,003,390","$22,368,816","$11,294,138","$3,987,964","$7,641,916","$15,143,232","$60,436,066",9,0.53,Yes
Jaguars,"$11,319,156","$5,232,412","$29,108,793","$16,652,093","$28,354,461","$90,666,915","$18,616,330","$29,701,227","$11,848,942","$14,816,692","$28,605,261","$103,588,452",9,0.53,Yes
Jets,"$14,312,222","$4,608,666","$25,719,256","$8,380,587","$46,776,978","$99,797,709","$20,430,097","$33,306,114","$10,709,069","$8,834,308","$16,520,137","$89,799,725",7,0.41,No
Lions,"$32,219,500","$9,162,629","$14,045,393","$2,328,750","$41,941,085","$99,697,357","$12,747,744","$28,277,728","$8,275,184","$8,925,370","$18,071,989","$76,298,015",9,0.53,No
Packers,"$32,117,878","$7,807,590","$12,102,936","$9,967,867","$31,221,736","$93,218,007","$22,816,924","$18,660,198","$9,700,624","$15,340,635","$15,826,881","$82,345,262",8,0.47,No
Panthers,"$20,461,726","$3,829,960","$12,882,679","$5,253,310","$33,291,588","$75,719,263","$11,405,978","$9,462,303","$23,312,667","$6,802,770","$16,752,502","$67,736,220",7,0.41,No
Patriots,"$6,453,362","$5,591,629","$35,197,112","$23,907,622","$26,861,818","$98,011,543","$18,729,027","$23,139,595","$8,224,132","$17,181,924","$19,990,358","$87,265,036",8,0.47,No
Raiders,"$20,418,333","$9,227,435","$19,243,265","$15,179,098","$17,819,365","$81,887,496","$8,277,623","$27,221,208","$7,958,161","$4,938,654","$10,529,295","$58,924,941",6,0.35,No
Rams,"$16,649,944","$2,816,993","$28,497,273","$5,474,116","$20,272,409","$73,710,735","$42,836,620","$9,399,149","$5,686,025","$6,950,860","$30,915,195","$95,787,849",5,0.29,No
Ravens,"$24,100,655","$8,179,654","$7,616,822","$12,307,075","$38,678,276","$90,882,482","$11,195,023","$14,877,531","$7,852,081","$12,066,802","$32,103,215","$78,094,652",10,0.59,Yes
Saints,"$7,103,500","$9,824,543","$25,618,265","$7,923,351","$31,639,451","$82,109,110","$11,178,334","$22,420,038","$11,770,496","$11,076,225","$15,450,274","$71,895,367",7,0.41,No
Seahawks,"$5,309,222","$9,510,195","$23,912,230","$7,941,161","$23,568,919","$70,241,727","$24,351,722","$16,138,952","$10,206,077","$18,131,252","$7,838,060","$76,666,063",9,0.53,Yes
Steelers,"$10,257,801","$5,678,067","$15,219,777","$3,360,462","$18,038,971","$52,555,078","$35,843,671","$27,954,767","$16,767,187","$13,290,212","$16,048,278","$109,904,115",9,0.53,No
Texans,"$3,856,318","$5,480,218","$16,068,691","$3,710,583","$37,408,894","$66,524,704","$7,425,859","$15,215,907","$12,683,243","$9,515,023","$16,819,387","$61,659,419",3,0.18,No
Titans,"$39,710,700","$11,960,977","$14,123,712","$6,991,640","$29,697,377","$102,484,406","$16,401,876","$27,135,472","$8,756,546","$14,194,523","$11,447,369","$77,935,786",7,0.41,No
Vikings,"$32,714,868","$15,003,672","$20,983,931","$4,284,548","$23,308,381","$96,295,400","$15,474,289","$19,943,129","$19,514,329","$12,077,857","$10,659,606","$77,669,210",13,0.76,Yes
