Team ▾,QB,RB,WR,TE,OL,Offense,IDL,EDGE,LB,S,CB,Defense,Wins,Winning %,Playoff Appearance
Cowboys,"$16,983,000","$3,636,824","$11,395,882","$8,455,213","$17,609,241","$58,080,160","$3,212,519","$16,676,513","$12,864,734","$5,252,185","$24,161,659","$62,167,610",4,0.25,No
Dolphins,"$7,625,864","$2,623,010","$7,039,908","$6,819,535","$23,159,445","$47,267,762","$11,620,268","$18,738,508","$9,272,473","$10,861,046","$14,670,090","$65,162,385",6,0.38,No
Eagles,"$17,392,354","$12,012,071","$9,224,526","$6,878,554","$23,951,203","$69,458,708","$8,704,164","$16,527,523","$8,452,587","$11,129,568","$13,900,914","$58,714,756",7,0.44,No
Falcons,"$20,208,674","$2,086,750","$23,948,138","$2,839,587","$15,191,609","$64,274,758","$14,046,673","$11,391,348","$6,048,588","$7,655,153","$5,104,050","$44,245,812",8,0.50,No
Giants,"$15,240,800","$6,883,801","$14,975,789","$1,889,705","$23,070,742","$62,060,837","$5,124,721","$13,672,478","$10,989,660","$3,336,069","$17,527,051","$50,649,979",6,0.38,No
Jaguars,"$8,194,273","$5,564,721","$7,847,093","$16,447,200","$24,810,232","$62,863,519","$22,356,097","$12,025,078","$13,628,224","$5,375,948","$9,416,089","$62,801,436",5,0.31,No
Jets,"$5,192,407","$6,431,875","$20,552,089","$4,191,281","$33,201,673","$69,569,325","$17,349,030","$3,696,387","$10,546,255","$8,846,076","$31,508,947","$71,946,695",10,0.63,No
Lions,"$18,498,450","$5,554,369","$25,484,600","$7,702,332","$10,416,454","$67,656,205","$12,313,980","$11,899,684","$13,578,562","$8,736,044","$5,062,376","$51,590,646",7,0.44,No
Packers,"$20,090,908","$2,917,044","$13,021,509","$3,295,825","$21,065,314","$60,390,600","$10,632,552","$35,680,871","$1,045,193","$10,790,891","$13,207,797","$71,357,304",10,0.63,Yes
Panthers,"$15,429,000","$9,847,396","$8,456,702","$8,146,666","$21,230,527","$63,110,291","$6,489,428","$23,632,158","$18,067,227","$5,187,392","$4,940,895","$58,317,100",15,0.94,Yes
Patriots,"$14,791,795","$4,340,249","$16,040,318","$12,066,813","$21,165,260","$68,404,435","$7,937,534","$12,837,644","$12,503,493","$11,471,634","$4,536,710","$49,287,015",12,0.75,Yes
Raiders,"$1,918,064","$3,907,750","$12,243,561","$4,799,545","$31,155,998","$54,024,918","$10,429,225","$13,003,817","$12,767,283","$14,730,695","$4,515,992","$55,447,012",7,0.44,No
Rams,"$5,218,449","$4,573,838","$11,865,185","$15,475,441","$18,702,572","$55,835,485","$10,316,492","$37,018,755","$10,685,780","$8,220,899","$4,293,600","$70,535,526",7,0.44,No
Ravens,"$16,944,412","$2,913,788","$9,824,791","$8,910,235","$20,756,704","$59,349,930","$6,445,633","$14,548,637","$7,764,297","$17,048,671","$7,299,764","$53,107,002",5,0.31,No
Saints,"$25,358,586","$5,692,821","$9,440,930","$3,887,942","$18,404,737","$62,785,016","$4,811,895","$5,489,433","$10,157,172","$11,168,099","$9,757,823","$41,384,422",7,0.44,No
Seahawks,"$8,554,868","$10,635,847","$9,888,081","$10,063,162","$12,810,650","$51,952,608","$9,600,635","$18,100,443","$12,650,324","$13,893,024","$15,557,555","$69,801,981",10,0.63,Yes
Steelers,"$20,358,139","$3,265,082","$10,701,027","$6,131,594","$18,800,947","$59,256,789","$14,557,602","$7,727,575","$13,207,206","$5,560,650","$13,377,624","$54,430,657",10,0.63,Yes
Texans,"$6,357,837","$10,875,801","$6,411,093","$5,702,571","$22,553,824","$51,901,126","$20,580,901","$9,018,355","$12,609,806","$4,828,838","$23,059,240","$70,097,140",9,0.56,Yes
Titans,"$5,017,020","$5,286,810","$8,113,034","$10,447,500","$11,157,861","$40,022,225","$21,122,812","$10,312,803","$6,083,453","$12,937,775","$15,939,246","$66,396,089",3,0.19,No
Vikings,"$5,245,038","$16,960,950","$15,700,531","$8,705,993","$29,660,487","$76,272,999","$10,108,617","$15,465,984","$11,870,684","$5,565,439","$14,643,487","$57,654,211",11,0.69,Yes
